feature,importance
weighted_variance,0.20265752617092975
weighted_mean,0.10036290611921508
beyond_1_sigma,0.06991966655948723
max_amp,0.05281222813927467
mad,0.05120049374108662
flux_percentile_ratio,0.05019569451537237
iqr,0.04413492427854159
median,0.03316884973564304
