feature,importance
weighted_variance,0.3471674792813905
hurst_exp,0.13543220408391396
mean_rise_fall_ratio,0.13045074696210865
lag1_autocorr,0.08995031923163019
weighted_mean,0.07294604917030019
mad,0.05931900669706855
median,0.053742775718543134
iqr,0.05144138058416325
max_amp,0.04421802147143214
flux_percentile_ratio,0.03151541709915643
