feature,importance
weighted_variance,0.05724202917347444
beyond_1_sigma,0.056868429847230784
weighted_mean,0.04831670844971169
max_amp,0.04648859558993826
iqr,0.04459536706669691
mad,0.033838976909786864
flux_percentile_ratio,0.029675530456213482
median,0.019155407587587228
