feature,importance
weighted_variance,8.239875206267515
weighted_mean,1.239924634892577
median,0.7673765139719599
beyond_1_sigma,0.4167468487127403
max_amp,0.40974894463284256
iqr,0.40871559146098585
mad,0.39499438341758636
flux_percentile_ratio,0.3241777799445106
