feature,importance
max_amp,0.03313337972455512
iqr,0.032927088212657045
flux_percentile_ratio,0.03288328698320628
beyond_1_sigma,0.03147421133224089
weighted_variance,0.024638588742641746
mad,0.01917231532062386
weighted_mean,0.016710175720400854
median,0.013485202609257193
