feature,importance
lag1_autocorr,0.033586964668599305
hurst_exp,0.033414221562487204
mean_rise_fall_ratio,0.03305968095014649
iqr,0.02687967643159101
max_amp,0.021679169132809963
weighted_variance,0.020182937761283458
flux_percentile_ratio,0.019599855194485035
mad,0.017951451757885033
weighted_mean,0.017065914471536495
median,0.013407366168022383
