feature,importance
lag1_autocorr,0.033593896937861405
hurst_exp,0.03335154203329869
mean_rise_fall_ratio,0.032948074048045325
iqr,0.027076370077435935
max_amp,0.021326241879290258
flux_percentile_ratio,0.019861469388287954
weighted_variance,0.018539167049106773
mad,0.017959223802719266
weighted_mean,0.016446929989282696
median,0.013465138796166839
