feature,importance
beyond_1_sigma,19647.055181392127
lag1_autocorr,8755.258483026028
weighted_mean,2791.3409322708367
hurst_exp,182.22185150027394
mean_rise_fall_ratio,182.22120275440358
max_amp,182.2103085767547
flux_percentile_ratio,182.206103913893
weighted_variance,0.1506695156445096
iqr,0.022573264033292895
mad,0.015578780271102296
median,0.00969614818778558
