feature,importance
weighted_variance,0.2801726356729287
mean_rise_fall_ratio,0.11432944514514248
weighted_mean,0.11133261629244393
hurst_exp,0.0976705872441882
lag1_autocorr,0.0732761783343095
median,0.05728232616663562
max_amp,0.05097513826945928
mad,0.04731712032521809
flux_percentile_ratio,0.0415148004546896
iqr,0.038239467590309245
