feature,importance
mean_rise_fall_ratio,0.1422343876107903
lag1_autocorr,0.0702396685188939
hurst_exp,0.06516342936944276
weighted_mean,0.050262279606888643
mad,0.04367675763909204
weighted_variance,0.03918401747984794
iqr,0.037881642184166765
max_amp,0.037065602625597584
median,0.027705144113126287
flux_percentile_ratio,0.022497886530917003
