feature,importance
weighted_mean,231592.00536318874
max_amp,15180.95601694251
flux_percentile_ratio,15180.95081076076
beyond_1_sigma,5571.829698430436
weighted_variance,9.245614962257708
iqr,0.03617323435827209
mad,0.020453117868897554
median,0.0148452762002904
