feature,importance
weighted_variance,0.1569690109514661
beyond_1_sigma,0.10169736697882875
iqr,0.05904050284750505
max_amp,0.05781423568857405
weighted_mean,0.0555041854333472
flux_percentile_ratio,0.048863403971788594
mad,0.04110646592315765
median,0.026129709625578153
