feature,importance
flux_percentile_ratio,31846.269313917706
mean_rise_fall_ratio,0.03501694981346762
hurst_exp,0.03477948331893115
lag1_autocorr,0.03467371244483815
iqr,0.027023508460986344
max_amp,0.02354134227808609
weighted_variance,0.020280682602578454
mad,0.018267028977009065
weighted_mean,0.017949806807338986
median,0.0135077865538048
