feature,importance
weighted_variance,0.5904650785578316
mean_rise_fall_ratio,0.2025367831772242
weighted_mean,0.1752979157970935
hurst_exp,0.14362608946115196
lag1_autocorr,0.11600943285341347
max_amp,0.1074577412464722
median,0.08765056752687392
mad,0.0694189573339975
flux_percentile_ratio,0.06499273052173338
iqr,0.05549659382109795
