feature,importance
weighted_variance,0.0941625026686663
beyond_1_sigma,0.07056785689033625
weighted_mean,0.06536887167419334
max_amp,0.05771336395096514
mad,0.04140620662159452
iqr,0.0312743616473175
flux_percentile_ratio,0.029550108864171337
median,0.02902162942212714
