feature,importance
weighted_mean,22559.913058675287
max_amp,1423.6951515554101
flux_percentile_ratio,1423.6885758512915
beyond_1_sigma,760.4847645518522
weighted_variance,5.736505317556824
iqr,0.036635147436712
mad,0.020387879752705597
median,0.016198071947153055
