File Name	Loss
Sample_2743	487.017517
Sample_18853	365.252258
Sample_11305	342.616821
Sample_12305	264.795013
Sample_12962	252.586960
Sample_10304	237.757446
Sample_15667	217.320587
Sample_8882	216.039352
Sample_18726	211.964462
Sample_7827	204.499329
Sample_12218	203.919479
Sample_5401	203.865082
Sample_18219	169.911850
Sample_17004	168.072052
Sample_16287	119.323166
Sample_346	116.189598
Sample_17143	110.151138
Sample_4442	107.271133
Sample_3342	106.115585
Sample_11381	94.189964
Sample_16060	90.540344
Sample_12252	88.262161
Sample_482	85.288254
Sample_2374	78.628677
Sample_11666	70.906120
Sample_9094	69.013412
Sample_6716	65.852341
Sample_13750	63.960197
Sample_19415	57.471111
Sample_16371	57.262524
Sample_8971	56.437862
Sample_16666	55.569363
Sample_13268	53.344532
Sample_6856	52.394878
Sample_9703	45.652157
Sample_11060	45.513535
Sample_11168	44.433159
Sample_7039	43.181499
Sample_10092	40.544689
Sample_10161	39.685738
Sample_1572	38.740822
Sample_11491	37.959419
Sample_19314	37.928474
Sample_11477	37.496883
Sample_8996	36.562569
Sample_18943	33.119579
Sample_16561	33.099316
Sample_12918	32.118782
Sample_553	31.812462
Sample_4230	31.554298
Sample_4602	31.537920
Sample_13355	31.399384
Sample_16189	31.224995
Sample_1966	30.845490
Sample_12540	30.653622
Sample_7702	30.184189
Sample_7199	30.178629
Sample_14919	29.858358
Sample_8415	28.932842
Sample_1093	28.598759
Sample_2843	28.382019
Sample_3608	26.855656
Sample_1915	26.805216
Sample_10362	26.671976
Sample_18664	26.656578
Sample_11943	26.368414
Sample_13538	26.196362
Sample_19419	26.172649
Sample_6247	25.936489
Sample_9105	25.733646
Sample_13728	25.504898
Sample_5937	24.481886
Sample_12381	24.408760
Sample_19803	24.282551
Sample_9849	24.248644
Sample_17059	24.247530
Sample_295	23.829769
Sample_5364	23.819836
Sample_9760	23.654951
Sample_5347	23.270741
Sample_11556	23.056784
Sample_2299	23.001957
Sample_9251	22.901773
Sample_5708	22.712465
Sample_19279	22.523577
Sample_9216	22.359903
Sample_14973	22.085295
Sample_10061	22.063257
Sample_873	22.015320
Sample_10979	21.801905
Sample_7594	21.714294
Sample_11978	21.699688
Sample_1386	21.542980
Sample_5540	21.414297
Sample_14879	21.369062
Sample_7444	21.307219
Sample_8698	21.267719
Sample_15766	21.053482
Sample_2845	20.916056
Sample_7490	20.831936
Sample_1690	20.758907
Sample_5727	20.726482
Sample_10682	20.725384
Sample_2698	20.660297
Sample_15710	20.564224
Sample_14148	20.543947
Sample_1560	20.492613
Sample_1518	20.466061
Sample_3046	20.454626
Sample_3063	20.380960
Sample_12669	20.328144
Sample_10710	20.277147
Sample_2637	20.225866
Sample_17557	20.213568
Sample_13402	20.183477
Sample_15595	20.144341
Sample_12621	20.008421
Sample_8892	19.851526
Sample_12254	19.749739
Sample_42	19.703852
Sample_17102	19.611586
Sample_2425	19.576490
Sample_10705	19.382505
Sample_1652	19.328194
Sample_18852	19.139866
Sample_12191	19.118505
Sample_2539	19.114918
Sample_2962	19.084986
Sample_17726	19.003958
Sample_17236	18.921360
Sample_10250	18.725105
Sample_17617	18.555920
Sample_15415	18.516531
Sample_4200	18.503332
Sample_3915	18.479074
Sample_14719	18.426514
Sample_13581	18.418175
Sample_255	18.374336
Sample_6238	18.367743
Sample_8459	18.357090
Sample_15836	18.299194
Sample_13446	18.282343
Sample_14184	18.240751
Sample_15071	18.238737
Sample_8173	18.211895
Sample_6771	18.117802
Sample_833	18.113674
