feature,importance
weighted_variance,0.163594452788244
weighted_mean,0.12298159335665836
max_amp,0.07779491792251195
beyond_1_sigma,0.0745063133701992
flux_percentile_ratio,0.05922769680019839
iqr,0.05888251754551342
median,0.031753732935459196
mad,0.027629782601098107
