feature,importance
flux_percentile_ratio,9268.912586784903
lag1_autocorr,0.03440872128188694
hurst_exp,0.03409516583543688
mean_rise_fall_ratio,0.03384260306680728
iqr,0.02689041409621882
max_amp,0.02242473495163071
weighted_variance,0.021025565235140497
mad,0.018148978262600438
weighted_mean,0.017279881328775122
median,0.01324637460353933
