feature,importance
hurst_exp,0.03262345907041557
lag1_autocorr,0.032534123520717745
mean_rise_fall_ratio,0.03169229222456307
beyond_1_sigma,0.024179385868977322
iqr,0.02265800691294642
weighted_variance,0.02156704237720348
max_amp,0.021047147875673553
flux_percentile_ratio,0.017552048917268984
mad,0.015558535218777297
weighted_mean,0.014426668292425811
median,0.009499079554932207
