feature,importance
beyond_1_sigma,368.31560293641616
weighted_variance,0.24212319050539963
weighted_mean,0.051798778331901926
max_amp,0.039518508824630545
iqr,0.038269173787400086
flux_percentile_ratio,0.029710597398586173
mad,0.02145369042891089
median,0.018375545145275864
