feature,importance
weighted_variance,0.05163469706894631
iqr,0.03451531988439641
max_amp,0.03428610256032361
beyond_1_sigma,0.03286951645531056
flux_percentile_ratio,0.03140050925338445
mad,0.019685517040481236
weighted_mean,0.01816634605799637
median,0.013792571830281325
