feature,importance
weighted_variance,0.370035999182254
weighted_mean,0.14490641222819614
beyond_1_sigma,0.12965788294077837
iqr,0.10232083504442238
mad,0.08603404770946024
flux_percentile_ratio,0.07588016777033714
max_amp,0.07353753835562273
median,0.06018224740202602
