feature,importance
weighted_variance,0.17933322716626204
mean_rise_fall_ratio,0.057259395784178234
lag1_autocorr,0.04923283628384078
hurst_exp,0.047948221243532554
weighted_mean,0.03772832213394858
iqr,0.03499819909641174
max_amp,0.03432476139186107
flux_percentile_ratio,0.026498487950521756
mad,0.0258203016120209
median,0.019003909709390213
