feature,importance
max_amp,0.03320480540726183
flux_percentile_ratio,0.033000519807959386
iqr,0.032893024507796687
beyond_1_sigma,0.031440725026692526
weighted_variance,0.024705402496561002
mad,0.019189508365954046
weighted_mean,0.016745803255487732
median,0.013462281231061697
