File Name	Loss
Sample_8322	178.609390
Sample_2542	106.066124
Sample_2915	99.256424
Sample_2198	99.087578
Sample_4943	98.556938
Sample_14191	82.616127
Sample_7588	75.274635
Sample_6262	74.088150
Sample_15290	73.075371
Sample_3902	72.676369
Sample_7438	72.557487
Sample_60	70.386559
Sample_11323	67.883965
Sample_4632	65.948479
Sample_13375	65.035049
Sample_11754	65.022224
Sample_5098	63.881084
Sample_5212	63.354198
Sample_9620	63.208374
Sample_1819	62.887684
Sample_13954	61.802551
Sample_4730	60.980335
Sample_12094	59.882545
Sample_3083	59.698513
Sample_14862	59.105801
Sample_4127	57.157864
Sample_8075	53.742664
Sample_14864	51.991695
Sample_8090	51.860889
Sample_12792	51.565002
Sample_15588	50.993431
Sample_2981	50.895199
Sample_7590	49.980145
Sample_1686	49.894573
Sample_7213	49.878635
Sample_950	49.054478
Sample_11475	48.243500
Sample_245	48.059490
Sample_9786	47.940029
Sample_12326	47.658035
Sample_1406	47.623688
Sample_2593	47.112762
Sample_14810	46.590996
Sample_3860	46.418591
Sample_12672	45.222786
Sample_12062	45.182556
Sample_13362	45.073723
Sample_5015	44.598297
Sample_14668	44.239120
Sample_10363	43.677197
Sample_2932	43.649445
Sample_3763	43.517666
Sample_7918	43.118816
Sample_6653	43.022274
Sample_5083	42.271229
Sample_7019	42.018707
Sample_11534	41.958057
Sample_1092	41.953644
Sample_3819	40.225372
Sample_1887	40.209587
Sample_11940	40.120296
Sample_14389	40.010693
Sample_1058	39.985493
Sample_14633	39.667927
Sample_13100	39.397217
Sample_16063	39.356747
Sample_7166	39.260223
Sample_8349	39.222603
Sample_4594	39.181843
Sample_4225	39.014423
Sample_13179	39.003689
Sample_2942	38.899242
Sample_3008	38.820644
Sample_15438	38.807140
Sample_4840	38.791225
Sample_7896	38.675323
Sample_4143	38.047680
Sample_6590	38.030502
Sample_6803	37.904305
Sample_5807	37.891243
Sample_15142	37.425533
Sample_2561	37.152420
Sample_15872	37.059395
Sample_15597	36.902607
Sample_15814	36.890457
Sample_16167	36.820728
Sample_13832	36.773201
Sample_14891	36.632568
Sample_12193	36.582680
Sample_5204	36.568085
Sample_10950	36.394798
Sample_6339	36.211445
Sample_14837	36.061504
Sample_2417	36.041439
