feature,importance
weighted_mean,390266.50741433346
max_amp,24666.338729749696
flux_percentile_ratio,24666.327476255497
beyond_1_sigma,6457.286171829738
weighted_variance,22.34844909137337
iqr,0.04090113586594795
median,0.024816600705912364
mad,0.022641638667619347
